,ECON101_grade,ENGLISH125_grade,DATASCI306_grade,MATH217_grade,STATS250_grade,EECS545_grade
11132,A-,A-,,,C-,
11133,A,A,,,A-,
11134,A,A-,,,A-,
11135,B-,A,,,B,
11136,B+,B+,,,C-,
11137,B+,B,,,B,
11138,A,A,,,B-,
11139,B,A-,,,B,
11140,C,A,,,A,
11141,A-,A-,,,A-,
11142,C+,A-,,,B+,
11143,A-,A,,,B+,
11144,A-,B,,,A-,
11145,C,A,,,A,
11146,A,A,,,A+,
11147,A+,A,,,A-,
11148,C,A+,,,B+,
11149,C-,A+,,,B+,
11150,C+,A,,,C,
11151,D,A,,,B,
11152,C+,A,,,A+,
11153,A,A,,,A,
11154,B,A,,,A,
11155,C+,A-,,,B,
11156,B+,A,,,B,
11157,A-,A,,,A+,
11158,A-,A,,,A-,
11159,A-,A-,,,B+,
11160,A-,A+,,,A-,
11161,A,A,,,A+,
11162,E,A,,,A-,
11163,D-,A-,,,B,
11164,B,A-,,,D+,
11165,A,A,,,A+,
11166,A+,B+,,,A-,
11167,A-,A,,,A-,
11168,B,B+,,,C,
11169,A-,A,,,A-,
11170,C,A,,,D+,
11171,A-,A-,,,A+,
11172,B+,A,,,A-,
11173,C+,A,,,C+,
11174,C+,A,,,B+,
11175,A+,A,,,A,
11176,A-,B+,,,A-,
11177,B+,A,,,C-,
11178,C+,B+,,,B,
11179,B-,A,,,B+,
11180,C+,A,,,A,
11181,B,A,,,C,
11182,C-,A,,,A-,
11183,A-,A-,,,A,
11184,A-,A,,,B-,
11185,A-,A,,,A,
11186,A,A,,,B+,
11187,A,A,,,C+,
11188,C+,A-,,,A,
11189,A-,A-,,,E,
11190,B,A,,,B,
11191,A-,A,,,B,
11192,B+,A-,,,A+,
11193,A,A,,,B+,
11194,A,A,,,B,
11195,A-,A,,,A+,
11196,A-,A,,,B+,
11197,B-,B+,,,A-,
11198,B+,A,,,A-,
11199,B,A,,,B-,
11200,B,A,,,A+,
11201,A,A-,,,A-,
11202,A-,A,,,A-,
11203,B+,A-,,,B-,
11204,B-,B,,,B-,
11205,C,A,,,C,
11206,C+,B+,,,A-,
11207,B+,A-,,,A-,
11208,B,A,,,A-,
11209,A-,A+,,,C,
11210,B+,A-,,,B,
11211,A-,A,,,B+,
11212,A,A,,,A-,
11213,A,A,,,A-,
11214,A,A,,,A-,
11215,A,A,,,A-,
11216,E,A,,,B,
11217,B+,B-,,,A-,
11218,C+,A,,,B,
11219,A+,A-,,,B,
11220,B-,A-,,,A-,
11221,B,B+,,,B+,
11222,B+,A,,,B,
11223,B-,A,,,A+,
11224,A,A,,,B-,
11225,A+,B+,,,C-,
11226,C-,A-,,,A-,
11227,B+,A,,,B-,
11228,A,B,,,A+,
11229,A-,A+,,,A,
11230,B,A,,,A-,
11231,B,A,,,A,
11232,C-,A+,,,C+,
11233,A-,A,,,B+,
11234,A,B-,,,B,
11235,C,A-,,,B-,
11236,C+,A-,,,A-,
11237,A-,A,,,A-,
11238,B+,A,,,B+,
11239,C-,A,,,B,
11240,A+,A,,,C-,
11241,C,E,,,B+,
11242,B-,B+,,,C-,
11243,A-,C+,,,B,
11244,B,A-,,,A+,
11245,A-,A,,,B-,
11246,C,A-,,,B-,
11247,B,A-,,,D-,
11248,C+,A,,,A-,
11249,B+,B,,,B-,
11250,A-,B+,,,A+,
11251,A-,A,,,B-,
11252,A+,B,,,A,
11253,C+,A,,,B+,
11254,B,A,,,B+,
11255,A,B,,,B-,
11256,C+,B+,,,B,
11257,A,A-,,,B-,
11258,C+,A-,,,C+,
11259,B,A,,,C+,
11260,A-,A,,,A,
11261,A-,B+,,,B-,
11262,B+,A,,,C+,
11263,A-,A,,,B,
11264,A-,A-,,,D-,
11265,A,A,,,A,
11266,A-,A,,,B+,
11267,A-,A-,,,B-,
11268,C+,A,,,A-,
11269,B,A,,,B,
11270,C,A,,,D+,
11271,B,C+,,,A-,
11272,B-,C,,,B,
11273,B-,A,,,A-,
11274,A,A,,,B+,
11275,B-,A-,,,A,
11276,A,A,,,A-,
11277,B+,A,,,A,
11278,B+,A,,,C+,
11279,A,A-,,,C+,
11280,A,A-,,,A,
11281,A-,B,,,B-,
11282,B+,A-,,,A-,
11283,A-,A,,,A,
11284,A-,A,,,A,
11285,A+,A-,,,D+,
11286,B+,A,,,B-,
11287,A-,A,,,C-,
11288,B+,A,,,B-,
11289,A-,A,,,A-,
11290,C-,A-,,,B,
11291,B,A,,,C,
11292,A-,B+,,,B+,
11293,A,A,,,A,
11294,B-,A,,,A-,
11295,C+,A-,,,A,
11296,B,A-,,,A,
11297,B,A,,,E,
11298,A,A,,,C+,
11299,B-,A,,,C+,
11300,B+,A-,,,C-,
11301,B+,B,,,A-,
11302,B+,A,,,A-,
11303,A-,A,,,B-,
11304,B+,A-,,,A-,
11305,C+,C,,,B-,
11306,B,A-,,,A-,
11307,A-,B+,,,B+,
11308,A,B,,,B,
11309,B,A,,,A-,
11310,A+,B,,,B,
11311,E,B-,,,D+,
11312,B+,A,,,E,
11313,A,A-,,,A,
11314,C,A-,,,A,
11315,A,A,,,A,
11316,E,B,,,B-,
11317,B-,A,,,B,
11318,B,A-,,,B+,
11319,A+,A+,,,D+,
11320,A-,A-,,,C+,
11321,A-,A,,,B+,
11322,C,A,,,C-,
11323,A,B,,,A,
11324,A+,A,,,B+,
11325,A,A,,,C,
11326,B-,A,,,A,
11327,A,A,,,A-,
11328,A-,A,,,C,
11329,A,A-,,,A-,
11330,A-,A,,,B-,
11331,B-,A,,,B,
11332,B-,B-,,,B-,
11333,B-,A,,,C,
11334,A-,A-,,,B,
11335,B-,A-,,,C-,
11336,B,A,,,A-,
11337,B+,A-,,,A,
11338,B,A,,,A,
11339,A-,A,,,B,
11340,A+,A,,,B+,
11341,A-,A-,,,A-,
11342,B+,A+,,,A,
11343,B-,A,,,A,
11344,A+,A,,,B+,
11345,A,B+,,,B+,
11346,A+,A,,,A,
11347,A-,A,,,A-,
11348,A-,A-,,,A,
11349,D,A,,,A-,
11350,B,A,,,C,
11351,A-,B+,,,C,
11352,D+,B+,,,C+,
11353,A,B+,,,A,
11354,A+,B+,,,A-,
11355,A,B+,,,B,
11356,A-,B,,,A-,
11357,C+,A,,,B,
11358,A,A,,,C,
11359,A+,A,,,B-,
11360,A-,A,,,B+,
11361,A,A,,,B-,
11362,C+,A,,,A,
11363,A-,B+,,,C-,
11364,B,A-,,,A+,
11365,C-,B+,,,C,
11366,A-,A-,,,C+,
11367,A,A,,,B,
11368,A,B,,,C+,
11369,A,A,,,E,
11370,B+,A,,,A-,
11371,A-,A-,,,B+,
11372,A,A,,,B+,
11373,A-,B+,,,A,
11374,A,A,,,B-,
11375,A,B+,,,A,
11376,A+,B+,,,B+,
11377,A-,B-,,,A,
11378,C-,A,,,B-,
11379,B+,A,,,A-,
11380,C-,B-,,,C+,
11381,C+,A-,,,B-,
11382,B-,A,,,A-,
11383,C+,A,,,A-,
11384,A-,B+,,,B+,
11385,B,A,,,B,
11386,B-,A,,,A-,
11387,C,A-,,,B-,
11388,C-,A,,,B,
11389,B+,A+,,,A,
11390,B,A,,,A-,
11391,B,A,,,A-,
11392,B-,A,,,C,
11393,B+,B+,,,B-,
11394,A-,A,,,B,
11395,A,A,,,C-,
11396,C+,C,,,B+,
11397,B,A,,,C,
11398,A,B,,,A,
11399,A,A,,,A-,
11400,A-,B+,,,A,
11401,A,B+,,,B,
11402,A,A,,,A+,
11403,A,A,,,C-,
11404,A,C+,,,A,
11405,B+,A+,,,A-,
11406,A,A,,,C,
11407,B+,A-,,,A,
11408,C+,A,,,B-,
11409,A+,A,,,B,
11410,B-,A,,,A,
11411,B-,A,,,E,
11412,A-,A,,,A+,
11413,B,A,,,B,
11414,A,A,,,A,
11415,C,A,,,B+,
11416,B,B,,,B+,
11417,A,A,,,B,
11418,A-,B,,,B-,
11419,A+,A,,,A-,
11420,D,A-,,,C-,
11421,B,A,,,B-,
11422,C-,B+,,,A-,
11423,A-,A,,,A-,
11424,A-,A-,,,A,
11425,D+,B,,,A,
11426,B-,A,,,A+,
11427,B+,A-,,,A,
11428,A-,C+,,,A,
11429,A-,A,,,B+,
11430,B,B+,,,A-,
11431,A,A-,,,D+,
11432,B-,A+,,,A-,
11433,A,A,,,A-,
11434,A-,B+,,,A,
11435,B,A-,,,B+,
11436,A-,A,,,B+,
11437,A+,A+,,,B-,
11438,B,A,,,B+,
11439,A-,A,,,C-,
11440,A,B,,,B-,
11441,A-,A,,,B+,
11442,B,B+,,,A-,
11443,A,A-,,,B+,
11444,A,A,,,B,
11445,B-,B,,,A+,
11446,A-,A-,,,D+,
11447,B+,A,,,A-,
11448,A-,B+,,,A+,
11449,B,A,,,B,
11450,A,A,,,B,
11451,A,A,,,B+,
11452,B+,A,,,C+,
11453,C+,A-,,,B+,
11454,B-,B+,,,B-,
11455,A,A,,,D,
11456,A-,A,,,A,
11457,A-,B+,,,A-,
11458,A-,B+,,,C+,
11459,B+,A,,,B,
11460,A+,A,,,B,
11461,A+,A-,,,A-,
11462,B-,A+,,,A+,
11463,B,A,,,A-,
11464,A,A-,,,A-,
11465,A+,B,,,B,
11466,B,A,,,B+,
11467,B,A-,,,E,
11468,B,A-,,,A,
11469,B,A,,,C,
11470,A-,B,,,B,
11471,A-,A-,,,A-,
11472,B+,B,,,B+,
11473,B,A+,,,C,
11474,B+,B+,,,A+,
11475,A-,A-,,,A,
11476,B-,A-,,,C-,
11477,B,B+,,,C+,
11478,A,A,,,B-,
11479,A,A+,,,A,
11480,B,A,,,B+,
11481,A,A,,,B,
11482,B,A,,,B-,
11483,B+,A,,,C+,
11484,B+,A,,,C-,
11485,A+,A-,,,B+,
11486,B,B+,,,A,
11487,A-,A-,,,A,
11488,B,A,,,B+,
11489,A-,A-,,,B-,
11490,A,A,,,A-,
11491,A-,A,,,B-,
11492,A+,A,,,B,
11493,B+,A+,,,E,
11494,B,A,,,A,
11495,A,A,,,A,
11496,B+,A-,,,B-,
11497,A-,A-,,,B,
11498,A,A,,,C,
11499,A-,B+,,,A-,
11500,E,A,,,D+,
11501,A,A-,,,B,
11502,B+,A,,,A-,
11503,B+,A,,,B-,
11504,B,A,,,A-,
11505,B,A,,,B,
11506,B,A,,,A,
11507,A-,A+,,,B,
11508,A+,A-,,,B+,
11509,E,A,,,D,
11510,A-,C+,,,A,
11511,B,A-,,,C+,
11512,B+,A,,,B,
11513,A,B+,,,B-,
11514,B+,B+,,,A-,
11515,C+,A+,,,D+,
11516,A+,B,,,B+,
11517,B,A,,,C-,
11518,C,A,,,A-,
11519,A-,A,,,A+,
11520,A,A,,,B+,
11521,B+,A-,,,D,
11522,B,A-,,,A,
11523,B-,A-,,,B+,
11524,A-,A-,,,A-,
11525,B-,A,,,C+,
11526,B-,A,,,A-,
11527,A-,A,,,A-,
11528,B,A-,,,B+,
11529,B,A-,,,A-,
11530,B,A,,,A,
11531,B,B+,,,B+,
11532,A,B+,,,C,
11533,C,A-,,,B-,
11534,B,B,,,A,
11535,C-,B+,,,C-,
11536,B+,A+,,,B-,
11537,B,A,,,B+,
11538,A+,A,,,B,
11539,B+,A,,,C-,
11540,A-,A,,,C,
11541,A-,B+,,,A-,
11542,C+,A,,,B-,
11543,B,A,,,B-,
11544,A-,A,,,A-,
11545,C-,C,,,B,
11546,A,A-,,,B,
11547,A-,A,,,C+,
11548,A+,A,,,A,
11549,B-,A,,,C,
11550,A-,A,,,B+,
11551,B+,A-,,,C-,
11552,C,A,,,B+,
11553,B,A-,,,C,
11554,D+,A-,,,A+,
11555,B,B,,,B+,
11556,A,A-,,,A,
11557,A-,A,,,B+,
11558,A-,A,,,B,
11559,B+,A-,,,A-,
11560,B+,A,,,B+,
11561,A-,A,,,B,
11562,A-,A+,,,A,
11563,B-,B+,,,B,
11564,A+,A,,,B-,
11565,A+,B+,,,C+,
11566,A,A,,,B,
11567,A-,B+,,,B,
11568,A,C,,,B,
11569,B+,A-,,,A+,
11570,B,A,,,A,
11571,A-,A-,,,B,
11572,B-,A,,,C+,
11573,A-,A,,,A-,
11574,A,A,,,C,
11575,B+,A-,,,A-,
11576,A,B,,,B,
11577,B,B,,,A-,
11578,C+,A-,,,C-,
11579,A+,A-,,,A-,
11580,B-,B+,,,B-,
11581,A+,A,,,D+,
11582,B,A,,,A-,
11583,A+,B+,,,B+,
11584,A+,C-,,,C-,
11585,B-,A,,,B-,
11586,C-,A,,,A,
11587,A-,B+,,,A-,
11588,C-,A,,,B,
11589,B+,A+,,,B-,
11590,B-,A-,,,C-,
11591,C+,A,,,D,
11592,C-,A,,,B+,
11593,A,A,,,B+,
11594,A-,A,,,C-,
11595,A,B+,,,B,
11596,B-,B+,,,B,
11597,C+,B+,,,A+,
11598,B-,A,,,B-,
11599,C+,B+,,,B-,
11600,B-,A,,,B,
11601,E,A,,,A-,
11602,A+,A,,,C-,
11603,A-,B+,,,A-,
11604,A-,A+,,,A-,
11605,B+,A,,,A,
11606,B-,A+,,,D-,
11607,B,B+,,,A,
11608,A+,A,,,B,
11609,B,A+,,,A-,
11610,B-,A,,,A-,
11611,B+,A,,,A,
11612,B+,A-,,,A,
11613,E,A+,,,A-,
11614,A-,A,,,A,
11615,B,A,,,B-,
11616,B+,B-,,,B,
11617,C,A,,,B+,
11618,B-,A-,,,B,
11619,B-,A,,,C+,
11620,B-,A-,,,B-,
11621,A-,A-,,,D+,
11622,A+,A,,,A,
11623,B,A,,,C+,
11624,B,B+,,,B-,
11625,A+,A,,,C-,
11626,A,A,,,B-,
11627,A+,A,,,B+,
11628,A-,B-,,,B-,
11629,A-,A,,,B+,
11630,A,A,,,B,
11631,A+,B,,,A,
11632,A,A,,,B+,
11633,A-,A,,,A-,
11634,A+,B,,,A,
11635,B+,A-,,,B,
11636,B+,A,,,A+,
11637,A-,B,,,A+,
11638,A,A,,,B+,
11639,B+,B+,,,B,
11640,B+,A,,,B-,
11641,B,A,,,B,
11642,A-,A,,,E,
11643,A,A+,,,B+,
11644,A,B+,,,A-,
11645,A,A,,,C,
11646,A-,A,,,A+,
11647,B,B+,,,A-,
11648,A,B,,,A,
11649,B+,A,,,A,
11650,C+,B+,,,D+,
11651,B,A-,,,B+,
11652,D,A,,,B,
11653,A,A-,,,A,
11654,A,A-,,,B+,
11655,A-,B+,,,C+,
11656,C+,A,,,A-,
11657,B,A,,,A+,
11658,C,B+,,,B-,
11659,B,A-,,,D+,
11660,B,B+,,,A-,
11661,C-,A,,,B+,
11662,B,A,,,B+,
11663,A,A,,,C,
11664,C+,B+,,,B+,
11665,B+,B+,,,A-,
11666,B,A,,,B-,
11667,B+,A,,,A-,
11668,A+,A,,,A-,
11669,A,A,,,C,
11670,A+,A,,,C+,
11671,A+,A,,,A-,
11672,B+,A,,,A-,
11673,C+,A,,,B-,
11674,A-,A,,,A-,
11675,A+,A,,,B+,
11676,A+,A-,,,C+,
11677,B,A-,,,A-,
11678,A,A+,,,E,
11679,A-,A+,,,A-,
11680,B+,A+,,,A-,
11681,E,A,,,C-,
11682,A,A-,,,B+,
11683,C+,B+,,,B,
11684,B+,A+,,,A,
11685,A-,A,,,B-,
11686,A+,A,,,C+,
11687,B-,A,,,A+,
11688,A-,B+,,,A-,
11689,A,A,,,A-,
11690,B-,A,,,A-,
11691,C+,A,,,A,
11692,A-,A,,,B+,
11693,A-,A,,,B,
11694,B,A-,,,B+,
11695,A+,B,,,C+,
11696,C,A,,,C+,
11697,A+,A-,,,B+,
11698,A,A,,,A-,
11699,D,B+,,,C+,
11700,B+,A,,,A-,
11701,B+,A,,,A-,
11702,A-,A,,,A-,
11703,B-,A-,,,B,
11704,A-,B+,,,B+,
11705,A,A,,,B,
11706,B+,A,,,A-,
11707,B+,B,,,B,
11708,A+,A,,,A-,
11709,C+,A,,,C+,
11710,C-,A+,,,B-,
11711,B,A-,,,B,
11712,A-,A-,,,B,
11713,B,B+,,,A,
11714,A,A,,,A+,
11715,A-,A,,,C,
11716,A,A-,,,A,
11717,C+,A,,,A,
11718,A-,A,,,B+,
11719,C+,B+,,,A+,
11720,A,A-,,,C+,
11721,A-,A,,,A,
11722,A-,A,,,A-,
11723,C+,A-,,,E,
11724,E,B+,,,B,
11725,A,A-,,,B,
11726,C+,A,,,B+,
11727,A-,C,,,A-,
11728,A,A-,,,B-,
11729,C-,A,,,A,
11730,D,A,,,B+,
11731,B-,A,,,B+,
11732,B,A,,,A,
11733,B,A,,,B,
11734,A+,A,,,B+,
11735,B,A,,,B,
11736,C+,B,,,B-,
11737,A-,A-,,,C+,
11738,A-,A,,,B,
11739,A,A-,,,B,
11740,B-,A-,,,D-,
11741,B,B+,,,B+,
11742,A+,A,,,B,
11743,A,A,,,C+,
11744,B,A,,,B,
11745,B+,A-,,,C+,
11746,A,A+,,,A+,
11747,B+,A,,,B,
11748,C,A,,,C-,
11749,B,A,,,D-,
11750,A,A,,,A-,
11751,A+,A-,,,A,
11752,B+,A+,,,A,
11753,A,B,,,A-,
11754,B+,B+,,,A-,
11755,A-,A,,,B+,
11756,B-,A,,,C,
11757,B+,B+,,,A+,
11758,A,B,,,B+,
11759,B,B+,,,A-,
11760,C+,A,,,A,
11761,A+,A-,,,B-,
11762,A,A+,,,A-,
11763,B,A,,,B-,
11764,A,B+,,,B,
11765,A-,A,,,B,
11766,B,A,,,E,
11767,A+,A,,,A-,
11768,C-,A,,,B+,
11769,A+,A,,,D-,
11770,B+,B,,,A-,
11771,B,A-,,,C+,
11772,A-,A-,,,C+,
11773,A-,B+,,,A-,
11774,A-,A,,,C-,
11775,A-,A-,,,A-,
11776,A-,A,,,B+,
11777,A-,A,,,C-,
11778,A,A-,,,A,
11779,A-,A-,,,B-,
11780,A+,A-,,,B,
11781,C+,A-,,,A-,
11782,B-,A,,,A-,
11783,A,A,,,B,
11784,B,A,,,C+,
11785,B+,B+,,,B,
11786,B+,B+,,,A-,
11787,B,A,,,B+,
11788,A-,A-,,,B+,
11789,B-,A,,,A-,
11790,A-,A-,,,D,
11791,B,A-,,,A,
11792,A,A,,,A+,
11793,A-,A,,,B-,
11794,A,B+,,,B,
11795,A-,D+,,,C-,
11796,B,A,,,C+,
11797,B,A+,,,A-,
11798,A-,A,,,A-,
11799,B-,A,,,C+,
11800,B+,A,,,B-,
11801,A-,A,,,A,
11802,A,A,,,A,
11803,B+,A,,,C+,
11804,A,A-,,,C-,
11805,B+,A,,,A,
11806,A-,A,,,A-,
11807,A+,A+,,,A+,
11808,B-,A,,,B-,
11809,A-,A-,,,B+,
11810,A-,A,,,A,
11811,B+,A-,,,B+,
11812,B-,A,,,A,
11813,A,B+,,,A,
11814,B+,B+,,,A-,
11815,A-,A,,,B,
11816,B,A,,,B-,
11817,B,B,,,A-,
11818,A+,B,,,B+,
11819,B+,A,,,A-,
11820,A-,A,,,B-,
11821,A,A-,,,A+,
11822,B,A-,,,C,
11823,B+,A,,,B+,
11824,C+,A,,,B,
11825,B+,A,,,B,
11826,A-,A,,,A+,
11827,A,A-,,,A-,
11828,A+,A,,,B,
11829,B+,A,,,C,
11830,C-,A,,,B-,
11831,A,C,,,B-,
11832,C,A,,,A,
11833,A-,A,,,A-,
11834,B,A,,,C+,
11835,A-,A,,,A,
11836,A-,A-,,,A,
11837,A-,A,,,A-,
11838,B,A-,,,B,
11839,C-,A-,,,C+,
11840,B+,A,,,A-,
11841,A+,A,,,B-,
11842,A+,A,,,C+,
11843,A-,A,,,B,
11844,A+,A,,,B+,
11845,A,A-,,,B+,
11846,A,A-,,,C+,
11847,B+,A,,,A,
11848,A,A,,,B,
11849,C,A-,,,B-,
11850,B+,B,,,C,
11851,C-,A-,,,B+,
11852,B-,A,,,C-,
11853,B+,A,,,A-,
11854,A-,B+,,,C+,
11855,A-,A,,,A-,
11856,A,A,,,E,
11857,B,B+,,,C-,
11858,B-,A,,,A,
11859,A+,A,,,B,
11860,A-,B,,,A-,
11861,B,A-,,,A-,
11862,A+,A,,,C,
11863,B-,B,,,A+,
11864,D+,B+,,,C+,
11865,B+,A-,,,A,
11866,A-,A+,,,A-,
11867,B-,A,,,C+,
11868,A,A,,,A-,
11869,B-,A,,,C+,
11870,B,A-,,,C+,
11871,C,A,,,B-,
11872,B+,A,,,A-,
11873,A-,B+,,,A-,
11874,C+,A,,,B,
11875,A-,A-,,,B,
11876,B+,B+,,,B+,
11877,C,A,,,C+,
11878,A-,B+,,,A,
11879,B-,A+,,,A-,
11880,B,A-,,,C+,
11881,A-,A,,,A,
11882,C+,A,,,A,
11883,A-,A,,,C+,
11884,A+,A,,,B-,
11885,A+,A-,,,C,
11886,B,B,,,B+,
11887,A+,A-,,,A-,
11888,C,B+,,,B-,
11889,A-,A,,,C,
11890,C-,A-,,,B+,
11891,B,A-,,,A+,
11892,B,A,,,C,
11893,A,A-,,,A-,
11894,B,A-,,,A,
11895,A,A,,,B,
11896,C+,A-,,,A,
11897,A,A,,,C+,
11898,A,A-,,,A-,
11899,A,A,,,A,
11900,B+,A,,,D-,
11901,A,A-,,,D+,
11902,B-,A,,,B+,
11903,A,A,,,A-,
11904,A,B+,,,C-,
11905,C+,A-,,,A,
11906,A-,B-,,,B+,
11907,A,A,,,A,
11908,B,C,,,A+,
11909,A,A,,,A-,
11910,C-,A-,,,A+,
11911,A+,A,,,A,
11912,A-,B+,,,A-,
11913,C-,A,,,C-,
11914,B+,A,,,A-,
11915,B-,A-,,,A,
11916,A+,B+,,,A,
11917,A-,A,,,A,
11918,A,A,,,C,
11919,B-,A-,,,A,
11920,A,B+,,,A,
11921,B,B+,,,A-,
11922,B-,A-,,,D+,
11923,A-,A,,,A,
11924,B,B+,,,B+,
11925,C-,A,,,C+,
11926,B,A+,,,A-,
11927,B,A,,,A,
11928,B+,A-,,,A-,
11929,C+,B,,,C-,
11930,B,A,,,A+,
11931,B+,A,,,B,
11932,B+,A,,,A,
11933,A-,A-,,,B+,
11934,A-,A,,,A-,
11935,A,A,,,E,
11936,B+,A-,,,B,
11937,B+,A,,,A-,
11938,B+,B+,,,C,
11939,C+,A-,,,A+,
11940,D+,A,,,B-,
11941,B,A,,,B-,
11942,C,A,,,B,
11943,A,A,,,C+,
11944,A,A,,,B+,
11945,C,A,,,A-,
11946,B+,A,,,B+,
11947,A-,A,,,B,
11948,A,A,,,A+,
11949,C,A,,,C,
11950,B,D+,,,C+,
11951,B+,A-,,,C+,
11952,B+,A,,,B+,
11953,B-,A,,,C-,
11954,A,A,,,A,
11955,B,A-,,,D-,
11956,A,A,,,C+,
11957,C+,A-,,,B,
11958,B,A,,,B,
11959,B,B+,,,B+,
11960,C+,A,,,D+,
11961,B,A,,,B-,
11962,A,A-,,,A-,
11963,C-,A,,,A-,
11964,B,A-,,,A,
11965,B+,A-,,,B+,
11966,E,A,,,C-,
11967,A-,A+,,,A-,
11968,A-,A,,,A,
11969,A-,A,,,B-,
11970,A+,A,,,A-,
11971,B+,A-,,,B,
11972,C+,A+,,,B+,
11973,A+,A,,,C+,
11974,A,A,,,D,
11975,C,A,,,B+,
11976,C+,B+,,,A+,
11977,B-,B,,,D-,
11978,A-,A-,,,B,
11979,B+,B+,,,B+,
11980,C,A-,,,B,
11981,A,A-,,,B,
11982,A,B-,,,B,
11983,B-,C+,,,C,
11984,B-,B,,,D-,
11985,B-,E,,,C+,
11986,A,A,,,A,
11987,C+,A,,,C+,
11988,A,A,,,C+,
11989,B-,A,,,A-,
11990,C+,A,,,A+,
11991,C+,A,,,B-,
11992,B+,A-,,,B,
11993,B,A,,,A,
11994,A,A-,,,C,
11995,C,A-,,,E,
11996,E,A-,,,B,
11997,B+,A,,,B-,
11998,A,A-,,,C+,
11999,C,A-,,,B-,
12000,B+,A,,,C+,
12001,A,A-,,,B,
12002,A,A-,,,C+,
12003,C+,A-,,,A,
12004,B-,A,,,A-,
12005,A-,A-,,,C,
12006,B+,A,,,D,
12007,A+,A,,,A,
12008,A,A-,,,B,
12009,E,A-,,,C,
12010,B+,A,,,B,
12011,B-,A,,,B+,
12012,A-,A,,,B+,
12013,A+,A,,,B,
12014,B-,A-,,,A-,
12015,B,B,,,B,
12016,C+,B+,,,B-,
12017,B,A-,,,C-,
12018,B,B+,,,D-,
12019,B-,A,,,B,
12020,B,A-,,,C-,
12021,B-,A,,,C,
12022,C+,A-,,,A-,
12023,B-,B,,,A-,
12024,B,A-,,,B,
12025,B,A,,,A-,
12026,A-,A,,,B,
12027,B+,A+,,,B+,
12028,A,A,,,B+,
12029,B,A,,,B-,
12030,A-,B+,,,B+,
12031,C+,A,,,A,
12032,B+,A-,,,C-,
12033,A,A-,,,A-,
12034,B+,A,,,A-,
12035,B+,A,,,C+,
12036,B+,A,,,C-,
12037,A,B+,,,B,
12038,B,A-,,,A,
12039,C+,B,,,C,
12040,C+,A,,,B,
12041,A-,A,,,C,
12042,A,A,,,B,
12043,A-,B,,,A-,
12044,C-,A,,,A-,
12045,A,B+,,,A-,
12046,A+,A,,,A,
12047,B+,B,,,B+,
12048,C+,B+,,,B,
12049,D-,A-,,,A+,
12050,A,B+,,,B,
12051,A-,A-,,,C+,
12052,A-,B-,,,A,
12053,A,A,,,B+,
12054,B+,A-,,,C-,
12055,A-,A,,,B+,
12056,B+,B,,,B+,
12057,B,A,,,B,
12058,C+,A-,,,A-,
12059,A,A-,,,B+,
12060,A-,A,,,A,
12061,C-,A-,,,C,
12062,A,A-,,,A,
12063,A,B+,,,B-,
12064,B,A,,,C+,
12065,B-,A,,,B+,
12066,A+,A,,,A-,
12067,B,A,,,A-,
12068,A,A,,,B,
12069,B,B+,,,B+,
12070,C,A,,,B+,
12071,A+,A-,,,A,
12072,A,B,,,C+,
12073,C+,A,,,A-,
12074,B+,A,,,A+,
12075,B,A,,,B,
12076,A,A,,,A,
12077,B,A-,,,B+,
12078,A-,A,,,B+,
12079,A,A,,,B,
12080,B-,A,,,E,
12081,B,B,,,D+,
12082,A,A+,,,C+,
12083,C,B,,,E,
12084,A-,A,,,B,
12085,A-,B+,,,B+,
12086,C+,A,,,B-,
12087,B,A,,,B-,
12088,A-,A-,,,C,
12089,B,A,,,D+,
12090,A-,A-,,,A,
12091,B+,A,,,A,
12092,A-,A-,,,A,
12093,A,A,,,A-,
12094,B+,A,,,B,
12095,B,A-,,,B-,
12096,A,B+,,,B+,
12097,A,A,,,D+,
12098,B+,A,,,B-,
12099,A-,B,,,B-,
12100,B+,B+,,,A,
12101,A,A-,,,C,
12102,A,A,,,A,
12103,B,A+,,,B+,
12104,B-,A,,,B,
12105,B,B+,,,B-,
12106,A,A-,,,A,
12107,C-,A,,,B+,
12108,B+,A+,,,C+,
12109,C,A-,,,C+,
12110,A,A-,,,C-,
12111,A+,A,,,A,
12112,B,A,,,A-,
12113,C+,A,,,C-,
12114,A,A,,,B+,
12115,A-,A-,,,B,
12116,B,A-,,,B-,
12117,A,A,,,A,
12118,C+,B+,,,A-,
12119,A,A,,,B+,
12120,B-,A-,,,A+,
12121,A,B,,,A-,
12122,A-,A-,,,B+,
12123,B,A,,,C+,
12124,A,A,,,A+,
12125,C+,A,,,B-,
12126,C+,A-,,,B,
12127,A,A,,,A-,
12128,A,A,,,B+,
12129,C,A-,,,A,
12130,B,C,,,B,
12131,C+,A,,,B+,
12132,A,A,,,A,
12133,C-,A,,,B+,
12134,A-,B-,,,A+,
12135,B-,A-,,,C,
12136,B+,A,,,C,
12137,C-,A,,,B-,
12138,C+,A-,,,A,
12139,A,A,,,B+,
12140,A-,A-,,,A-,
12141,B,B,,,C+,
12142,B+,A,,,C+,
12143,A,A-,,,A,
12144,A,A-,,,A-,
12145,B-,A,,,C+,
12146,B,A,,,B-,
12147,B,A,,,B-,
12148,B+,A-,,,B,
12149,B+,A,,,D+,
12150,B+,A-,,,A-,
12151,A-,A+,,,A,
12152,C-,A,,,B+,
